"ID";"TypologieCode";"BostypeCode";"SPECIES_NR";"Freq";"KarBed";"IndVal"
6762;"T2";"C3";2222;0,40;2,32;0,01
6763;"T2";"D1";2222;0,57;3,54;0,02
6764;"T2";"D2";2222;0,41;3,35;0,02
6765;"T2";"D3";2222;0,44;5,22;0,03
6766;"T2";"D4";2222;0,13;1,33;9,401462e-04
6767;"T2";"D5";2222;0,49;1,59;0,01
6768;"T2";"D6";2222;0,20;1,47;5,093597e-03
6769;"T2";"E1";2222;0,12;1,66;2,679144e-03
6770;"T2";"E2";2222;0,16;1,92;1,349233e-03
6771;"T2";"F";2222;0,28;1,50;3,187565e-03
6772;"T2";"G1";2222;0,09;1,42;1,186853e-03
6773;"T2";"G2";2222;0,09;1,66;1,512573e-03
6774;"T2";"G3";2222;0,06;1,60;9,421078e-04
6775;"T2";"G4";2222;0,15;2,34;2,963915e-03
6776;"T2";"H2";2222;0,02;1,57;1,30698e-04
6777;"T2";"H3";2222;0,03;1,60;1,951362e-04
6778;"T2";"I1";2222;0,10;1,84;5,845168e-03
6779;"T2";"I2";2222;0,08;1,85;1,08547e-03
6780;"T2";"I3";2222;0,13;1,37;3,596388e-03
6781;"T2";"I4";2222;0,01;1,00;8,524525e-05
6782;"T2";"I6";2222;0,30;2,06;6,277345e-03
6783;"T2";"J1";2222;0,09;1,66;2,351697e-03
6784;"T2";"J2";2222;0,03;1,00;2,802335e-04
6785;"T2";"I1";2229;4,192872e-03;1,50;1,732008e-03
6786;"T2";"I2";2229;5,854801e-03;1,50;1,055583e-03
6787;"T2";"I6";2229;9,90099e-03;1,00;1,209722e-03
6788;"T2";"J1";2229;6,060606e-03;1,00;1,935672e-03
6789;"T2";"G4";2230;4,504505e-03;1,00;8,080184e-05
6790;"T2";"H1";2230;0,02;9,00;4,713558e-03
6791;"T2";"H2";2230;3,745318e-03;1,00;8,907676e-05
6792;"T2";"H3";2230;6,21118e-03;1,00;2,60669e-04
6793;"T2";"I1";2230;5,24109e-03;5,40;4,880098e-04
6794;"T2";"I2";2230;0,01;3,84;1,286761e-03
6795;"T2";"I4";2230;0,07;3,25;0,04
6796;"T2";"J1";2230;6,060606e-03;2,00;3,490522e-04
6797;"T2";"D2";2238;2,409639e-03;1,00;1,767066e-05
6798;"T2";"D3";2238;6,711409e-03;1,00;1,742771e-04
6799;"T2";"G3";2238;0,01;1,00;8,152057e-04
6800;"T2";"G4";2238;4,504505e-03;1,00;5,234032e-05
6801;"T2";"H2";2238;0,01;1,25;9,232079e-04
6802;"T2";"I1";2238;0,01;1,41;1,820816e-03
6803;"T2";"I2";2238;0,01;1,50;9,66679e-04
6804;"T2";"I3";2238;5,464481e-03;2,00;1,350675e-04
6805;"T2";"I5";2238;0,07;1,00;0,01
6806;"T2";"I6";2238;0,01;2,00;5,652222e-04
6807;"T2";"J1";2238;0,03;3,40;5,652564e-03
6808;"T2";"J3";2238;0,01;1,00;7,141153e-04
6809;"T2";"D2";2247;2,409639e-03;2,00;1,422684e-05
6810;"T2";"D3";2247;6,711409e-03;1,00;1,403124e-04
6811;"T2";"H2";2247;3,745318e-03;1,00;4,64553e-05
6812;"T2";"H3";2247;3,10559e-03;3,00;3,398602e-05
6813;"T2";"I1";2247;0,02;1,80;4,072108e-03
6814;"T2";"I2";2247;0,10;2,74;0,03
6815;"T2";"I3";2247;0,03;4,85;5,32847e-03
6816;"T2";"I4";2247;0,01;1,00;1,484679e-03
6817;"T2";"I6";2247;0,06;1,57;5,574566e-03
6818;"T2";"J1";2247;6,060606e-03;1,00;1,820376e-04
6819;"T2";"I2";2248;2,34192e-03;1,25;1,875722e-03
6820;"T2";"I1";2249;3,144654e-03;1,66;1,14788e-03
6821;"T2";"I2";2249;0,01;1,47;6,579186e-03
6822;"T2";"I3";2249;5,464481e-03;2,00;1,362389e-03
6823;"T2";"A";2254;0,01;1,00;5,214307e-04
6824;"T2";"C3";2254;4,0e-03;1,00;5,686179e-05
6825;"T2";"D1";2254;4,901961e-03;2,00;8,608686e-05
6826;"T2";"D2";2254;9,638554e-03;1,50;5,756548e-04
6827;"T2";"D3";2254;0,02;1,33;3,193538e-03
6828;"T2";"D5";2254;8,96861e-03;1,00;2,39395e-04
6829;"T2";"G1";2254;0,02;1,00;4,267335e-03
6830;"T2";"G3";2254;0,01;1,00;1,659803e-03
6831;"T2";"I1";2254;2,096436e-03;1,00;1,0298e-04
6832;"T2";"H2";2259;3,745318e-03;2,00;4,751831e-05
6833;"T2";"I1";2259;0,01;4,37;2,665785e-03
6834;"T2";"I2";2259;0,02;1,86;2,64112e-03
6835;"T2";"I3";2259;5,464481e-03;2,00;1,112326e-04
6836;"T2";"I4";2259;0,01;1,00;1,518652e-03
6837;"T2";"I5";2259;0,15;1,00;0,05
6838;"T2";"I6";2259;0,02;2,00;1,047329e-03
6839;"T2";"J1";2259;0,01;1,00;7,448125e-04
6840;"T2";"I2";2280;4,098361e-03;1,57;3,282514e-03
6841;"T2";"A";2290;0,52;1,62;0,05
6842;"T2";"C3";2290;0,01;1,00;7,050773e-05
6843;"T2";"D2";2290;0,02;1,50;7,13803e-04
6844;"T2";"D3";2290;6,711409e-03;2,00;4,888812e-05
6845;"T2";"F";2290;0,14;1,00;4,835804e-03
6846;"T2";"I1";2290;1,048218e-03;1,00;3,547045e-06
6847;"T2";"I2";2290;3,512881e-03;1,50;1,245179e-05
6848;"T2";"I6";2290;0,06;1,28;1,942309e-03
6849;"T2";"A";2314;0,15;1,62;7,726564e-03
6850;"T2";"C3";2314;0,02;1,00;6,45099e-04
6851;"T2";"D1";2314;9,803922e-03;1,50;7,972722e-05
6852;"T2";"D2";2314;0,02;1,27;1,007946e-03
6853;"T2";"D3";2314;0,02;2,00;1,314496e-03
6854;"T2";"D5";2314;4,484305e-03;1,00;1,385686e-05
6855;"T2";"I1";2314;2,096436e-03;1,50;2,38431e-05
6856;"T2";"I2";2314;8,196721e-03;1,35;1,139256e-04
6857;"T2";"I3";2314;5,464481e-03;1,00;6,367221e-05
6858;"T2";"I6";2314;0,19;4,60;0,02
6859;"T2";"J1";2314;6,060606e-03;1,00;1,065871e-04
6860;"T2";"A";2320;0,01;1,00;4,851392e-04
6861;"T2";"C1";2320;0,01;1,00;6,279299e-04
6862;"T2";"C3";2320;8,0e-03;1,00;2,116169e-04
6863;"T2";"D1";2320;0,02;1,16;2,883428e-03
6864;"T2";"D2";2320;0,02;1,44;2,711421e-03
6865;"T2";"D3";2320;6,711409e-03;1,00;3,301409e-04
6866;"T2";"D6";2320;2,531646e-03;2,00;3,261447e-05
6867;"T2";"G4";2320;4,504505e-03;2,00;9,915063e-05
6868;"T2";"I2";2320;1,17096e-03;1,00;9,342978e-06
6869;"T2";"J1";2320;6,060606e-03;1,00;4,283163e-04
6870;"T2";"C3";2323;4,0e-03;1,00;4,520052e-05
6871;"T2";"D2";2323;7,228916e-03;2,33;2,573994e-04
6872;"T2";"D3";2323;0,03;1,40;7,05168e-03
6873;"T2";"D5";2323;4,484305e-03;2,00;4,757492e-05
6874;"T2";"I1";2323;0,01;1,54;2,476289e-03
6875;"T2";"I2";2323;6,440281e-03;1,54;2,414704e-04
6876;"T2";"I3";2323;0,01;2,00;8,744259e-04
6877;"T2";"I6";2323;0,05;1,50;8,233302e-03
6878;"T2";"A";2334;0,15;1,25;0,02
6879;"T2";"D6";2334;2,531646e-03;8,00;2,405098e-05
6880;"T2";"B";2338;0,01;1,00;2,753235e-05
6881;"T2";"C1";2338;0,08;1,80;1,411677e-03
6882;"T2";"C2";2338;0,15;3,11;4,717168e-03
6883;"T2";"C3";2338;0,18;10,22;9,633843e-03
6884;"T2";"D1";2338;0,20;5,19;0,01
6885;"T2";"D2";2338;0,01;1,75;1,926531e-04
6886;"T2";"D4";2338;0,41;5,77;0,03
6887;"T2";"D5";2338;0,09;1,50;2,423564e-03
6888;"T2";"D6";2338;0,09;5,58;3,801016e-03
6889;"T2";"G1";2338;0,01;4,00;8,925875e-05
6890;"T2";"G4";2338;4,504505e-03;3,00;8,916199e-06
6891;"T2";"I1";2338;1,048218e-03;1,00;2,154007e-06
6892;"T2";"J3";2338;0,01;1,00;1,216499e-04
6893;"T2";"H3";2343;6,21118e-03;1,00;4,343002e-04
6894;"T2";"I1";2343;2,096436e-03;1,00;1,300916e-04
6895;"T2";"I2";2343;5,854801e-04;2,00;3,171405e-06
6896;"T2";"J2";2343;0,03;4,00;0,01
6897;"T2";"J3";2343;0,03;3,50;7,347063e-03
6898;"T2";"D3";2348;6,711409e-03;1,00;7,047148e-05
6899;"T2";"D5";2348;8,96861e-03;2,50;4,754435e-05
6900;"T2";"D6";2348;0,01;28,60;1,740461e-04
6901;"T2";"E1";2348;0,04;3,00;2,603954e-03
6902;"T2";"E2";2348;0,07;2,00;2,514101e-03
6903;"T2";"G1";2348;0,05;4,50;3,390007e-03
6904;"T2";"G2";2348;0,12;9,30;0,02
6905;"T2";"G3";2348;0,05;13,25;5,274245e-03
6906;"T2";"G4";2348;0,07;14,37;5,41813e-03
6907;"T2";"H1";2348;0,08;5,00;0,01
6908;"T2";"H2";2348;7,490637e-03;25,50;9,332815e-05
6909;"T2";"H3";2348;3,10559e-03;2,00;1,706938e-05
6910;"T2";"I1";2348;1,048218e-03;1,00;5,113012e-06
6911;"T2";"I6";2348;9,90099e-03;2,00;5,713897e-05
6912;"T2";"D1";2358;0,01;2,00;1,880962e-03
6913;"T2";"D2";2358;2,409639e-03;2,00;4,91321e-05
6914;"T2";"D5";2358;0,03;3,00;5,230682e-03
6915;"T2";"D6";2358;7,594937e-03;1,66;4,308304e-04
6916;"T2";"E2";2358;0,01;2,00;4,801972e-04
6917;"T2";"I1";2358;2,096436e-03;3,00;1,406294e-04
6918;"T2";"C1";2376;0,66;2,78;0,03
6919;"T2";"C2";2376;0,79;4,00;0,05
6920;"T2";"C3";2376;0,54;2,72;0,04
6921;"T2";"D1";2376;0,19;2,20;5,085376e-03
6922;"T2";"D2";2376;9,638554e-03;1,25;2,235729e-05
6923;"T2";"D3";2376;0,06;1,77;1,116276e-03
6924;"T2";"D4";2376;0,02;1,00;4,467308e-05
6925;"T2";"D5";2376;0,13;1,65;1,954826e-03
6926;"T2";"D6";2376;0,02;1,62;8,713198e-05
6927;"T2";"G4";2376;9,009009e-03;1,50;1,655551e-05
6928;"T2";"H3";2376;3,10559e-03;3,00;3,338035e-06
6929;"T2";"I1";2376;1,048218e-03;1,00;9,998848e-07
6930;"T2";"I3";2376;5,464481e-03;2,00;1,068063e-05
6931;"T2";"I6";2376;9,90099e-03;2,00;1,117392e-05
6932;"T2";"J1";2376;0,06;2,30;1,787935e-03
6933;"T2";"J3";2376;0,29;4,40;0,01
6934;"T2";"C1";2385;0,01;3,00;1,6995e-03
6935;"T2";"D1";2385;9,803922e-03;1,50;8,671149e-04
6936;"T2";"D2";2385;4,819277e-03;2,50;3,623948e-04
6937;"T2";"I1";2385;1,048218e-03;1,00;6,482952e-05
6938;"T2";"I6";2385;9,90099e-03;2,00;7,244834e-04
6939;"T2";"A";2396;0,03;1,00;3,039386e-03
6940;"T2";"D1";2396;4,901961e-03;2,00;1,254487e-04
6941;"T2";"D2";2396;0,02;1,55;4,246747e-03
6942;"T2";"D3";2396;6,711409e-03;1,00;5,170813e-04
6943;"T2";"D6";2396;2,531646e-03;9,00;5,108223e-05
6944;"T2";"B";2402;0,05;9,40;1,742019e-04
6945;"T2";"C3";2402;0,07;7,83;3,901118e-04
6946;"T2";"D1";2402;0,33;11,35;8,429043e-03
6947;"T2";"D2";2402;0,24;22,39;7,771564e-03
6948;"T2";"D3";2402;0,06;3,22;6,086088e-04
6949;"T2";"D4";2402;0,51;11,90;0,01
6950;"T2";"D5";2402;0,80;18,63;0,04
6951;"T2";"D6";2402;0,65;22,44;0,04
6952;"T2";"E1";2402;0,25;2,83;9,994833e-03
6953;"T2";"E2";2402;0,95;30,34;0,04
6954;"T2";"F";2402;0,07;3,00;1,858055e-04
6955;"T2";"G1";2402;0,25;6,57;8,155068e-03
6956;"T2";"G2";2402;0,33;8,81;0,01
6957;"T2";"G3";2402;0,36;7,78;0,02
6958;"T2";"G4";2402;0,19;6,81;4,368724e-03
6959;"T2";"H2";2402;7,490637e-03;2,00;9,950673e-06
6960;"T2";"I1";2402;1,048218e-03;4,00;5,451507e-07
6961;"T2";"B";2406;0,01;2,00;6,595527e-04
6962;"T2";"C3";2406;0,01;4,00;1,025707e-03
6963;"T2";"D1";2406;0,01;1,66;1,552886e-03
6964;"T2";"D2";2406;2,409639e-03;4,00;7,211114e-05
6965;"T2";"D6";2406;2,531646e-03;1,00;7,025883e-05
6966;"T2";"E2";2406;0,01;2,00;7,04785e-04
6967;"T2";"A";2417;0,01;2,00;4,746627e-04
6968;"T2";"D3";2417;6,711409e-03;1,00;3,230116e-04
6969;"T2";"D6";2417;2,531646e-03;1,00;3,191017e-05
6970;"T2";"F";2417;0,07;2,00;7,987733e-03
6971;"T2";"H2";2417;3,745318e-03;2,00;1,069442e-04
6972;"T2";"H3";2417;6,21118e-03;1,50;3,129554e-04
6973;"T2";"I6";2417;9,90099e-03;1,00;2,61901e-04
6974;"T2";"E2";2420;0,02;38,00;3,994003e-03
6975;"T2";"G4";2420;0,01;12,66;2,723455e-03
6976;"T2";"D5";2435;4,484305e-03;2,00;1,552796e-04
6977;"T2";"G1";2435;0,02;2,00;0,01
6978;"T2";"G2";2435;6,134969e-03;2,00;7,682263e-04
6979;"T2";"G4";2435;4,504505e-03;2,00;2,764935e-04
6980;"T2";"D1";2448;4,901961e-03;1,00;6,30074e-05
6981;"T2";"D2";2448;7,228916e-03;4,00;2,369951e-04
6982;"T2";"D4";2448;0,04;1,50;3,367469e-03
6983;"T2";"D5";2448;8,96861e-03;2,00;1,752144e-04
6984;"T2";"D6";2448;0,02;2,50;2,565638e-03
6985;"T2";"E2";2448;0,01;13,00;2,57366e-04
6986;"T2";"G2";2448;0,04;1,42;0,01
6987;"T2";"I1";2448;1,048218e-03;2,00;1,88429e-05
6988;"T2";"C2";5123;0,01;2,00;1,127393e-03
6989;"T2";"C3";5123;4,0e-03;1,00;9,209869e-05
6990;"T2";"I2";5123;1,75644e-03;1,00;3,659578e-05
6991;"T2";"J1";5123;6,060606e-03;2,00;7,456375e-04
6992;"T2";"J2";5123;0,03;1,00;0,01
6993;"T2";"D3";5180;6,711409e-03;1,00;2,657407e-03
6994;"T2";"G2";5180;6,134969e-03;2,00;2,217473e-03
6995;"T2";"I2";5180;1,75644e-03;2,00;1,692102e-04
6996;"T2";"D6";5191;5,063291e-03;2,00;3,518928e-04
6997;"T2";"E2";5191;0,02;2,00;3,52993e-03
6998;"T2";"G1";5191;0,01;1,00;2,677359e-03
6999;"T2";"C3";5207;0,01;2,00;1,532397e-04
7000;"T2";"D1";5207;9,803922e-03;1,00;5,799996e-05
7001;"T2";"D2";5207;9,638554e-03;1,25;9,696008e-05
7002;"T2";"D3";5207;0,02;2,00;5,379018e-04
7003;"T2";"G4";5207;9,009009e-03;2,00;7,17987e-05
7004;"T2";"H3";5207;0,01;1,83;5,211555e-04
7005;"T2";"I1";5207;9,433962e-03;3,55;3,51244e-04
7006;"T2";"I2";5207;0,04;1,72;2,442382e-03
7007;"T2";"I3";5207;0,03;1,28;2,269693e-03
7008;"T2";"I4";5207;0,03;1,50;2,52963e-03
7009;"T2";"I5";5207;0,38;1,80;0,13
7010;"T2";"I6";5207;0,01;2,00;1,938382e-04
7011;"T2";"J1";5207;0,01;1,50;3,101599e-04
7012;"T2";"J3";5207;0,01;2,00;2,448999e-04
7013;"T2";"C3";6001;4,0e-03;2,00;7,801054e-05
7014;"T2";"D2";6001;4,819277e-03;2,00;1,974399e-04
7015;"T2";"D3";6001;0,01;2,00;1,947253e-03
7016;"T2";"E2";6001;0,01;2,00;4,824243e-04
7017;"T2";"I1";6001;8,385744e-03;2,00;2,260507e-03
7018;"T2";"I2";6001;5,854801e-03;2,50;3,4442e-04
7019;"T2";"I3";6001;0,01;1,00;1,509152e-03
7020;"T2";"I6";6001;0,01;2,00;1,578852e-03
7021;"T2";"C2";6013;0,01;50,00;2,01543e-04
7022;"T2";"C3";6013;0,02;2,50;5,927183e-04
7023;"T2";"D1";6013;9,803922e-03;3,00;9,97062e-05
7024;"T2";"D2";6013;0,02;6,20;1,041759e-03
7025;"T2";"D3";6013;0,04;2,50;3,698771e-03
7026;"T2";"G4";6013;4,504505e-03;2,00;3,085681e-05
7027;"T2";"H2";6013;7,490637e-03;3,00;1,360674e-04
7028;"T2";"H3";6013;9,31677e-03;3,00;2,239761e-04
7029;"T2";"I1";6013;7,337526e-03;1,71;3,652703e-04
7030;"T2";"I2";6013;0,01;2,22;3,518246e-04
7031;"T2";"I3";6013;0,01;3,00;3,185117e-04
7032;"T2";"I4";6013;0,01;1,00;1,087155e-03
7033;"T2";"I6";6013;0,05;17,33;2,999e-03
7034;"T2";"J1";6013;0,07;15,00;0,01
7035;"T2";"J3";6013;0,05;6,00;3,789008e-03
7036;"T2";"B";6048;0,01;1,00;2,774438e-04
7037;"T2";"D1";6048;0,02;1,00;1,814523e-03
7038;"T2";"D2";6048;7,228916e-03;1,00;2,730048e-04
7039;"T2";"D5";6048;0,02;1,20;1,261481e-03
7040;"T2";"D6";6048;5,063291e-03;1,50;1,182187e-04
7041;"T2";"E1";6048;0,04;1,00;0,01
7042;"T2";"G2";6048;0,01;2,00;2,246768e-03
7043;"T2";"C2";6077;0,03;1,00;3,736076e-04
7044;"T2";"C3";6077;0,02;1,66;2,746859e-04
7045;"T2";"D3";6077;0,02;1,33;4,285343e-04
7046;"T2";"D6";6077;2,531646e-03;61,00;4,703856e-06
7047;"T2";"G1";6077;0,01;1,00;1,431562e-04
7048;"T2";"G4";6077;4,504505e-03;2,00;1,43001e-05
7049;"T2";"H3";6077;0,01;1,33;4,151928e-04
7050;"T2";"I1";6077;0,02;1,56;2,159168e-03
7051;"T2";"I2";6077;0,07;1,60;5,519363e-03
7052;"T2";"I3";6077;0,07;1,84;6,23649e-03
7053;"T2";"I4";6077;0,01;1,00;5,038249e-04
7054;"T2";"I5";6077;0,23;1,66;0,03
7055;"T2";"I6";6077;0,05;2,00;1,389839e-03
7056;"T2";"J1";6077;0,06;1,90;6,177436e-03
7057;"T2";"J2";6077;0,07;1,50;6,625054e-03
7058;"T2";"J3";6077;0,07;1,50;3,121699e-03
7059;"T2";"C3";6094;4,0e-03;4,00;2,437255e-04
7060;"T2";"D1";6094;4,901961e-03;1,00;3,689923e-04
7061;"T2";"D3";6094;6,711409e-03;1,00;1,520933e-03
7062;"T2";"I6";6094;9,90099e-03;1,00;1,233187e-03
7063;"T2";"B";6097;0,01;13,00;1,513931e-04
7064;"T2";"C1";6097;0,05;1,33;2,794478e-03
7065;"T2";"C2";6097;0,05;2,33;2,882051e-03
7066;"T2";"C3";6097;0,07;2,72;8,475832e-03
7067;"T2";"D1";6097;0,01;1,66;3,56448e-04
7068;"T2";"D2";6097;4,819277e-03;1,50;6,62093e-05
7069;"T2";"D3";6097;6,711409e-03;2,00;1,632475e-04
7070;"T2";"H3";6097;3,10559e-03;3,00;3,954128e-05
7071;"T2";"I1";6097;1,048218e-03;1,00;1,184431e-05
7072;"T2";"J3";6097;0,01;1,00;6,689206e-04
7073;"T2";"C3";6103;8,0e-03;1,50;5,450779e-04
7074;"T2";"D6";6103;2,531646e-03;1,00;8,400763e-05
7075;"T2";"G1";6103;0,01;1,00;2,556671e-03
7076;"T2";"G2";6103;6,134969e-03;1,00;7,095909e-04
7077;"T2";"G4";6103;4,504505e-03;1,00;2,5539e-04
7078;"T2";"I1";6103;1,048218e-03;1,00;6,1698e-05
7079;"T2";"I6";6103;9,90099e-03;2,00;6,89488e-04
7080;"T2";"C1";6105;0,01;1,00;2,23217e-03
7081;"T2";"D1";6105;9,803922e-03;1,00;1,138892e-03
7082;"T2";"D2";6105;4,819277e-03;29,00;4,759791e-04
7083;"T2";"I2";6105;5,854801e-04;1,00;8,303122e-06
7084;"T2";"C1";6106;0,03;1,00;4,336681e-04
7085;"T2";"C2";6106;0,08;29,00;2,795364e-03
7086;"T2";"C3";6106;0,06;2,29;2,639821e-03
7087;"T2";"D1";6106;0,01;1,33;1,244616e-04
7088;"T2";"D2";6106;0,01;1,50;2,080658e-04
7089;"T2";"D5";6106;0,01;6,66;8,652741e-05
7090;"T2";"D6";6106;2,531646e-03;1,00;5,631145e-06
7091;"T2";"E1";6106;0,04;2,00;2,106229e-03
7092;"T2";"G2";6106;6,134969e-03;1,00;4,756483e-05
7093;"T2";"H1";6106;0,02;1,00;9,98641e-04
7094;"T2";"H2";6106;0,01;1,40;4,718076e-04
7095;"T2";"H3";6106;0,01;1,00;4,970413e-04
7096;"T2";"I1";6106;0,02;1,42;1,823844e-03
7097;"T2";"I2";6106;0,01;2,55;1,613138e-04
7098;"T2";"I3";6106;0,01;2,66;3,97593e-04
7099;"T2";"I5";6106;0,07;3,00;5,287569e-03
7100;"T2";"I6";6106;0,03;2,00;7,39477e-04
7101;"T2";"J1";6106;0,04;3,87;4,732939e-03
7102;"T2";"J3";6106;0,11;12,50;8,408456e-03
7103;"T2";"C3";6132;0,02;1,00;4,587377e-03
7104;"T2";"D3";6132;0,01;1,00;2,336886e-03
7105;"T2";"E2";6132;0,02;2,00;2,315817e-03
7106;"T2";"D2";6153;2,409639e-03;2,00;2,666069e-04
7107;"T2";"D3";6153;6,711409e-03;2,00;2,629414e-03
7108;"T2";"D6";6153;2,531646e-03;2,00;2,597586e-04
7109;"T2";"H3";6153;3,10559e-03;2,00;6,368882e-04
7110;"T2";"B";6181;0,01;1,00;3,058662e-04
7111;"T2";"C2";6181;0,05;1,33;5,822735e-03
7112;"T2";"C3";6181;8,0e-03;1,00;2,114086e-04
7113;"T2";"D1";6181;9,803922e-03;1,50;3,200656e-04
7114;"T2";"D5";6181;4,484305e-03;1,00;5,56285e-05
7115;"T2";"I1";6181;2,096436e-03;1,00;9,571835e-05
7116;"T2";"I3";6181;5,464481e-03;1,00;2,556126e-04
7117;"T2";"J1";6181;6,060606e-03;3,00;4,278948e-04
7118;"T2";"J3";6181;0,01;1,00;1,35145e-03
7119;"T2";"C3";6192;0,09;3,20;7,740775e-03
7120;"T2";"D1";6192;0,04;1,20;2,034597e-03
7121;"T2";"D2";6192;0,04;1,83;2,755044e-03
7122;"T2";"D3";6192;0,05;1,50;5,367241e-03
7123;"T2";"D5";6192;0,01;1,25;2,263167e-04
7124;"T2";"D6";6192;5,063291e-03;1,00;3,31392e-05
7125;"T2";"G1";6192;0,02;1,50;1,008552e-03
7126;"T2";"G4";6192;0,01;1,00;2,266782e-04
7127;"T2";"H2";6192;0,01;1,20;6,941453e-04
7128;"T2";"H3";6192;6,21118e-03;1,00;8,125224e-05
7129;"T2";"I1";6192;0,01;1,27;7,362407e-04
7130;"T2";"I2";6192;5,854801e-03;1,20;5,93331e-05
7131;"T2";"I6";6192;0,08;1,66;5,507761e-03
7132;"T2";"J1";6192;6,060606e-03;1,00;1,088019e-04
7133;"T2";"J3";6192;0,01;3,00;3,436364e-04
7134;"T2";"I2";6193;2,9274e-03;1,60;2,344653e-03
7135;"T2";"C3";6194;0,02;1,60;5,245279e-03
7136;"T2";"D2";6194;9,638554e-03;1,25;2,124077e-03
7137;"T2";"C3";6225;0,02;2,60;5,517673e-03
7138;"T2";"D5";6225;4,484305e-03;2,00;2,323007e-04
7139;"T2";"H3";6225;3,10559e-03;2,00;3,336025e-04
7140;"T2";"I2";6225;5,854801e-04;2,00;9,744308e-06
7141;"T2";"D2";6251;2,409639e-03;1,00;8,818441e-05
7142;"T2";"G4";6251;9,009009e-03;2,00;1,044805e-03
7143;"T2";"H3";6251;3,10559e-03;2,00;2,106607e-04
7144;"T2";"I2";6251;5,854801e-04;1,00;6,15326e-06
7145;"T2";"I6";6251;9,90099e-03;13,00;7,051772e-04
7146;"T2";"J3";6251;0,01;1,00;3,563751e-03
7147;"T2";"I2";6258;1,75644e-03;2,00;3,160971e-04
7148;"T2";"J1";6258;6,060606e-03;2,00;6,440466e-03
7149;"T2";"D1";6268;4,901961e-03;1,00;3,905127e-04
7150;"T2";"D2";6268;9,638554e-03;1,50;2,611322e-03
7151;"T2";"D6";6268;5,063291e-03;1,50;6,360613e-04
7152;"T2";"G4";6268;4,504505e-03;1,00;4,834194e-04
7153;"T2";"H2";6279;3,745318e-03;2,00;1,514267e-03
7154;"T2";"H3";6279;3,10559e-03;2,00;1,107815e-03
7155;"T2";"I1";6279;1,048218e-03;2,00;3,318382e-04
7156;"T2";"I2";6279;5,854801e-04;1,00;3,235855e-05
7157;"T2";"C3";6311;8,0e-03;1,50;1,224679e-03
7158;"T2";"D2";6311;2,409639e-03;1,00;1,937242e-04
7159;"T2";"I6";6311;9,90099e-03;2,00;1,549139e-03
7160;"T2";"H2";6315;3,745318e-03;1,00;4,274104e-04
7161;"T2";"I1";6315;1,048218e-03;3,00;9,366324e-05
7162;"T2";"I3";6315;5,464481e-03;1,00;1,000498e-03
7163;"T2";"I6";6315;0,01;2,50;4,186825e-03
7164;"T2";"C2";6322;0,01;1,00;2,151483e-03
7165;"T2";"C3";6322;8,0e-03;1,50;7,030337e-04
7166;"T2";"D5";6322;8,96861e-03;1,50;7,399643e-04
7167;"T2";"I2";6322;1,17096e-03;1,50;3,103925e-05
7168;"T2";"A";6352;0,03;1,00;2,009327e-03
7169;"T2";"B";6352;0,01;1,00;3,170175e-04
7170;"T2";"C3";6352;0,01;3,33;4,930114e-04
7171;"T2";"D1";6352;9,803922e-03;3,00;3,317346e-04
7172;"T2";"D2";6352;0,01;2,00;8,66515e-04
7173;"T2";"D3";6352;0,02;2,66;3,076565e-03
7174;"T2";"I6";6352;9,90099e-03;1,00;2,771677e-04
7175;"T2";"E2";6359;0,06;1,80;0,01
7176;"T2";"D2";6380;4,819277e-03;2,00;8,231257e-04
7177;"T2";"D3";6380;6,711409e-03;1,00;2,029522e-03
7178;"T2";"D5";6380;4,484305e-03;1,00;3,423097e-04
7179;"T2";"H3";6380;3,10559e-03;2,00;4,915842e-04
7180;"T2";"G4";6411;4,504505e-03;1,00;6,336823e-05
7181;"T2";"H2";6411;3,745318e-03;1,00;6,985778e-05
7182;"T2";"H3";6411;3,10559e-03;2,00;5,110693e-05
7183;"T2";"I1";6411;4,192872e-03;1,50;2,449395e-04
7184;"T2";"I2";6411;0,01;1,40;1,528627e-03
7185;"T2";"I3";6411;5,464481e-03;1,00;1,635257e-04
7186;"T2";"I4";6411;0,03;1,50;8,930424e-03
7187;"T2";"I5";6411;0,07;1,00;0,01
7188;"T2";"I6";6411;9,90099e-03;1,00;1,710781e-04
7189;"T2";"J3";6411;0,01;2,00;8,645768e-04
7190;"T2";"C3";6414;4,0e-03;8,00;8,116974e-05
7191;"T2";"D2";6414;4,819277e-03;2,50;2,054356e-04
7192;"T2";"D4";6414;0,02;13,00;1,64196e-03
7193;"T2";"D5";6414;4,484305e-03;3,00;8,543362e-05
7194;"T2";"D6";6414;2,531646e-03;18,00;5,003965e-05
7195;"T2";"I2";6414;1,75644e-03;2,00;3,225312e-05
7196;"T2";"I6";6414;0,02;4,33;3,696279e-03
7197;"T2";"J1";6414;6,060606e-03;2,00;6,57156e-04
7198;"T2";"C3";6417;8,0e-03;2,00;5,501454e-04
7199;"T2";"D1";6417;4,901961e-03;1,00;2,082255e-04
7200;"T2";"D2";6417;2,409639e-03;2,00;8,702402e-05
7201;"T2";"D4";6417;0,02;2,00;2,782185e-03
7202;"T2";"I2";6417;5,854801e-04;1,00;6,072291e-06
7203;"T2";"J1";6417;6,060606e-03;1,00;1,113504e-03
7204;"T2";"C3";6420;8,0e-03;1,50;3,28295e-04
